FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C
170238,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,217.0 kcal,30.21 g,0.0 g,9.71 g,93.0 mg,0.0 g,59.78 g,0.0 g,0.0 mg
170239,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,223.0 kcal,28.57 g,0.0 g,11.15 g,81.0 mg,0.0 g,59.98 g,0.0 g,0.0 mg
170240,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,233.0 kcal,28.19 g,0.0 g,12.51 g,88.0 mg,0.0 g,58.83 g,0.0 g,0.0 mg
170597,"Beef, variety meats and by-products, spleen, cooked, braised",Beef Products,145.0 kcal,25.1 g,0.0 g,4.2 g,347.0 mg,0.0 g,69.98 g,,50.3 mg
170598,"Beef, variety meats and by-products, tongue, cooked, simmered",Beef Products,284.0 kcal,19.29 g,0.0 g,22.3 g,132.0 mg,0.0 g,57.87 g,0.0 g,1.3 mg
170599,"Beef, variety meats and by-products, tripe, raw",Beef Products,85.0 kcal,12.07 g,0.0 g,3.69 g,122.0 mg,0.0 g,84.16 g,0.0 g,0.0 mg
170600,"Beef, sandwich steaks, flaked, chopped, formed and thinly sliced, raw",Beef Products,309.0 kcal,16.5 g,0.0 g,27.0 g,71.0 mg,0.0 g,56.0 g,0.0 g,0.0 mg
170601,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,212.0 kcal,32.62 g,0.0 g,8.07 g,99.0 mg,0.0 g,59.18 g,0.0 g,0.0 mg
170603,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,134.0 kcal,21.03 g,0.19 g,5.41 g,66.0 mg,0.0 g,72.3 g,0.0 g,0.0 mg
170605,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,220.0 kcal,26.5 g,0.14 g,12.64 g,93.0 mg,0.0 g,59.72 g,0.0 g,0.0 mg
170608,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,178.0 kcal,19.23 g,0.67 g,10.96 g,70.0 mg,0.0 g,68.24 g,0.0 g,0.0 mg
170609,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, cooked",Beef Products,230.0 kcal,28.4 g,0.0 g,12.42 g,89.0 mg,0.0 g,58.61 g,0.0 g,0.0 mg
170610,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, cooked",Beef Products,188.0 kcal,29.88 g,0.0 g,7.12 g,89.0 mg,0.0 g,62.48 g,0.0 g,0.0 mg
170611,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,291.0 kcal,26.79 g,0.0 g,19.52 g,93.0 mg,0.0 g,51.54 g,0.0 g,0.0 mg
170612,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,218.0 kcal,29.75 g,0.0 g,10.08 g,93.0 mg,0.0 g,57.71 g,0.0 g,0.0 mg
170613,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,213.0 kcal,32.9 g,0.0 g,8.01 g,92.0 mg,0.0 g,58.9 g,0.0 g,0.0 mg
170614,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,283.0 kcal,29.23 g,0.0 g,17.56 g,115.0 mg,0.0 g,53.44 g,0.0 g,0.0 mg
170615,"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,212.0 kcal,33.36 g,0.0 g,7.67 g,100.0 mg,0.0 g,58.83 g,0.0 g,0.0 mg
170616,"Beef, chuck, arm pot roast, separable lean only, trimmed to 0"" fat, select, cooked, braised",Beef Products,195.0 kcal,33.37 g,0.0 g,5.8 g,98.0 mg,0.0 g,61.2 g,0.0 g,0.0 mg
170617,"Beef, chuck, blade roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,334.0 kcal,27.18 g,0.0 g,24.14 g,104.0 mg,0.0 g,47.92 g,0.0 g,0.0 mg
170618,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,306.0 kcal,26.39 g,0.0 g,21.48 g,100.0 mg,0.0 g,51.93 g,0.0 g,0.0 mg
170619,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,372.0 kcal,22.8 g,0.0 g,30.49 g,85.0 mg,0.0 g,46.1 g,,0.0 mg
170620,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,331.0 kcal,23.48 g,0.0 g,25.54 g,84.0 mg,0.0 g,49.53 g,,0.0 mg
170621,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,238.0 kcal,27.53 g,0.0 g,13.4 g,81.0 mg,0.0 g,57.9 g,0.0 g,0.0 mg
170622,"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,253.0 kcal,27.53 g,0.0 g,15.0 g,81.0 mg,0.0 g,56.8 g,,0.0 mg
170623,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",Beef Products,193.0 kcal,29.41 g,0.0 g,7.53 g,91.0 mg,0.0 g,62.59 g,0.0 g,0.0 mg
170624,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",Beef Products,225.0 kcal,28.04 g,0.0 g,11.7 g,80.0 mg,0.0 g,58.7 g,,0.0 mg
170625,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",Beef Products,198.0 kcal,28.04 g,0.0 g,8.7 g,80.0 mg,0.0 g,60.3 g,,0.0 mg
170626,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,223.0 kcal,33.56 g,0.0 g,8.86 g,95.0 mg,0.0 g,57.33 g,0.0 g,0.0 mg
170627,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,175.0 kcal,28.08 g,0.0 g,6.06 g,77.0 mg,0.0 g,65.37 g,0.0 g,0.0 mg
170628,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,214.0 kcal,34.0 g,0.0 g,7.67 g,93.0 mg,0.0 g,58.09 g,0.0 g,0.0 mg
170629,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,177.0 kcal,27.76 g,0.0 g,6.48 g,77.0 mg,0.0 g,65.37 g,0.0 g,0.0 mg
170630,"Beef, round, bottom round, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,223.0 kcal,33.08 g,0.0 g,9.03 g,95.0 mg,0.0 g,57.36 g,0.0 g,0.0 mg
170631,"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,185.0 kcal,27.23 g,0.0 g,7.63 g,78.0 mg,0.0 g,64.83 g,0.0 g,0.0 mg
170632,"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,162.0 kcal,29.45 g,0.0 g,3.97 g,79.0 mg,0.0 g,65.92 g,0.0 g,0.0 mg
170633,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,163.0 kcal,29.85 g,0.0 g,3.9 g,76.0 mg,0.0 g,65.35 g,0.0 g,0.0 mg
170634,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,166.0 kcal,29.94 g,0.0 g,4.26 g,74.0 mg,0.0 g,64.83 g,0.0 g,0.0 mg
170635,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",Beef Products,157.0 kcal,29.52 g,0.0 g,3.43 g,79.0 mg,0.0 g,66.2 g,0.0 g,0.0 mg
170636,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,176.0 kcal,27.68 g,0.0 g,6.42 g,76.0 mg,0.0 g,65.62 g,0.0 g,0.0 mg
170637,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",Beef Products,149.0 kcal,27.37 g,0.0 g,4.38 g,71.0 mg,0.0 g,67.88 g,0.0 g,0.0 mg
170638,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,209.0 kcal,35.62 g,0.0 g,6.31 g,90.0 mg,0.0 g,57.9 g,0.0 g,0.0 mg
170639,"Beef, round, top round, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,216.0 kcal,35.62 g,0.0 g,7.09 g,90.0 mg,0.0 g,57.31 g,0.0 g,0.0 mg
170640,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,202.0 kcal,30.93 g,0.0 g,7.7 g,93.0 mg,0.0 g,61.29 g,0.0 g,0.0 mg
170641,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,198.0 kcal,30.7 g,0.0 g,8.32 g,93.0 mg,0.0 g,60.76 g,0.0 g,0.0 mg
170642,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,211.0 kcal,30.45 g,0.0 g,9.03 g,93.0 mg,0.0 g,60.21 g,0.0 g,0.0 mg
170643,"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,198.0 kcal,31.09 g,0.0 g,7.25 g,93.0 mg,0.0 g,61.58 g,0.0 g,0.0 mg
170783,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,175.0 kcal,19.38 g,0.29 g,10.7 g,73.0 mg,0.0 g,68.73 g,0.0 g,0.0 mg
170796,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,169.0 kcal,19.68 g,0.05 g,10.02 g,76.0 mg,0.0 g,69.33 g,0.0 g,0.0 mg
170797,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,234.0 kcal,30.95 g,0.0 g,12.22 g,100.0 mg,0.0 g,56.64 g,0.0 g,0.0 mg
170798,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",Beef Products,221.0 kcal,32.1 g,0.0 g,10.24 g,99.0 mg,0.0 g,57.54 g,0.0 g,0.0 mg
170799,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,228.0 kcal,31.41 g,0.0 g,11.43 g,99.0 mg,0.0 g,57.0 g,0.0 g,0.0 mg
170800,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,152.0 kcal,20.87 g,0.0 g,7.67 g,70.0 mg,0.0 g,70.58 g,0.0 g,0.0 mg
170801,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,209.0 kcal,27.94 g,0.0 g,10.79 g,88.0 mg,0.0 g,60.79 g,0.0 g,0.0 mg
170802,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,160.0 kcal,21.31 g,0.0 g,8.29 g,66.0 mg,0.0 g,69.48 g,0.0 g,0.0 mg
170803,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,143.0 kcal,21.28 g,0.0 g,6.47 g,69.0 mg,0.0 g,71.41 g,0.0 g,0.0 mg
170804,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,153.0 kcal,21.29 g,0.0 g,7.56 g,67.0 mg,0.0 g,70.25 g,0.0 g,0.0 mg
170805,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",Beef Products,181.0 kcal,32.96 g,0.0 g,5.44 g,117.0 mg,0.0 g,60.8 g,0.0 g,0.0 mg
170806,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,190.0 kcal,33.31 g,0.0 g,6.34 g,115.0 mg,0.0 g,59.82 g,0.0 g,0.0 mg
170807,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",Beef Products,127.0 kcal,21.36 g,0.0 g,4.6 g,67.0 mg,0.0 g,73.2 g,0.0 g,0.0 mg
170808,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,117.0 kcal,21.22 g,0.0 g,3.53 g,68.0 mg,0.0 g,74.46 g,0.0 g,0.0 mg
170809,"Beef, chuck for stew, separable lean and fat, select, raw",Beef Products,124.0 kcal,21.9 g,0.21 g,3.99 g,66.0 mg,0.0 g,72.79 g,0.0 g,0.0 mg
170810,"Beef, chuck for stew, separable lean and fat, choice, raw",Beef Products,130.0 kcal,21.64 g,0.12 g,4.81 g,63.0 mg,0.0 g,72.32 g,0.0 g,0.0 mg
170811,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,222.0 kcal,30.91 g,0.0 g,10.91 g,106.0 mg,0.0 g,57.56 g,0.0 g,0.0 mg
170812,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",Beef Products,215.0 kcal,32.01 g,0.0 g,9.66 g,108.0 mg,0.0 g,58.92 g,0.0 g,0.0 mg
170813,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,196.0 kcal,19.17 g,0.0 g,13.26 g,66.0 mg,0.0 g,66.7 g,0.0 g,0.0 mg
170814,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,202.0 kcal,19.15 g,0.0 g,13.93 g,66.0 mg,0.0 g,66.0 g,0.0 g,0.0 mg
170815,"Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,187.0 kcal,19.2 g,0.0 g,12.27 g,67.0 mg,0.0 g,67.76 g,0.0 g,0.0 mg
170816,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",Beef Products,227.0 kcal,26.18 g,0.21 g,13.54 g,93.0 mg,0.0 g,59.08 g,0.0 g,0.0 mg
170817,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,172.0 kcal,19.2 g,0.09 g,10.5 g,68.0 mg,0.0 g,69.3 g,0.0 g,0.0 mg
170818,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,133.0 kcal,21.17 g,0.07 g,5.33 g,64.0 mg,0.0 g,72.3 g,0.0 g,0.0 mg
170819,"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,127.0 kcal,21.72 g,0.0 g,4.44 g,68.0 mg,0.0 g,73.01 g,0.0 g,0.0 mg
170820,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",Beef Products,236.0 kcal,24.63 g,0.0 g,15.29 g,83.0 mg,0.0 g,60.3 g,0.0 g,0.0 mg
170821,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,220.0 kcal,32.07 g,0.0 g,10.18 g,113.0 mg,0.0 g,57.29 g,0.0 g,0.0 mg
170822,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,225.0 kcal,32.21 g,0.0 g,10.74 g,112.0 mg,0.0 g,56.78 g,0.0 g,0.0 mg
170823,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,211.0 kcal,31.86 g,0.0 g,9.34 g,115.0 mg,0.0 g,58.05 g,0.0 g,0.0 mg
170824,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,128.0 kcal,21.13 g,0.0 g,4.79 g,67.0 mg,0.0 g,73.3 g,0.0 g,0.0 mg
170825,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,287.0 kcal,25.81 g,0.0 g,20.38 g,104.0 mg,0.0 g,53.99 g,0.0 g,0.0 mg
170826,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,235.0 kcal,17.48 g,0.0 g,18.33 g,75.0 mg,0.0 g,63.84 g,0.0 g,0.0 mg
170827,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,240.0 kcal,17.22 g,0.0 g,19.03 g,73.0 mg,0.0 g,63.23 g,0.0 g,0.0 mg
170828,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,227.0 kcal,17.87 g,0.0 g,17.28 g,78.0 mg,0.0 g,64.76 g,0.0 g,0.0 mg
170829,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,303.0 kcal,27.16 g,0.0 g,21.56 g,96.0 mg,0.0 g,51.36 g,0.0 g,0.0 mg
170830,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,285.0 kcal,28.47 g,0.0 g,19.03 g,95.0 mg,0.0 g,52.74 g,0.0 g,0.0 mg
170831,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,205.0 kcal,18.97 g,0.0 g,14.32 g,70.0 mg,0.0 g,66.33 g,0.0 g,0.0 mg
170832,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,210.0 kcal,18.87 g,0.0 g,14.99 g,70.0 mg,0.0 g,65.78 g,0.0 g,0.0 mg
170833,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,196.0 kcal,19.1 g,0.0 g,13.33 g,71.0 mg,0.0 g,67.17 g,0.0 g,0.0 mg
170834,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,227.0 kcal,18.86 g,0.0 g,16.85 g,68.0 mg,0.0 g,63.98 g,0.0 g,0.0 mg
170835,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,216.0 kcal,18.86 g,0.0 g,15.6 g,68.0 mg,0.0 g,65.24 g,0.0 g,0.0 mg
170836,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",Beef Products,231.0 kcal,27.12 g,0.0 g,13.64 g,80.0 mg,0.0 g,58.66 g,0.0 g,0.0 mg
170837,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Beef Products,219.0 kcal,27.03 g,0.0 g,12.29 g,77.0 mg,0.0 g,60.3 g,0.0 g,0.0 mg
170838,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,155.0 kcal,21.65 g,0.0 g,7.64 g,62.0 mg,0.0 g,70.21 g,0.0 g,0.0 mg
170839,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",Beef Products,156.0 kcal,21.99 g,0.0 g,7.54 g,66.0 mg,0.0 g,70.14 g,0.0 g,0.0 mg
170840,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",Beef Products,161.0 kcal,21.62 g,0.0 g,8.29 g,63.0 mg,0.0 g,69.65 g,0.0 g,0.0 mg
170841,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",Beef Products,148.0 kcal,22.55 g,0.0 g,6.41 g,70.0 mg,0.0 g,70.89 g,0.0 g,0.0 mg
170842,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",Beef Products,229.0 kcal,27.87 g,0.0 g,13.01 g,81.0 mg,0.0 g,58.26 g,0.0 g,0.0 mg
171193,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,161.0 kcal,20.14 g,0.0 g,8.99 g,80.0 mg,0.0 g,70.24 g,0.0 g,0.0 mg
171194,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",Beef Products,137.0 kcal,21.1 g,0.0 g,5.89 g,71.0 mg,0.0 g,72.11 g,0.0 g,0.0 mg
171195,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,146.0 kcal,20.96 g,0.0 g,6.95 g,70.0 mg,0.0 g,71.19 g,0.0 g,0.0 mg
171196,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,215.0 kcal,27.97 g,0.0 g,11.47 g,86.0 mg,0.0 g,60.35 g,0.0 g,0.0 mg
171197,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",Beef Products,199.0 kcal,27.88 g,0.0 g,9.77 g,91.0 mg,0.0 g,61.45 g,0.0 g,0.0 mg
171198,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,200.0 kcal,31.32 g,0.0 g,8.3 g,97.0 mg,0.0 g,60.05 g,0.0 g,0.0 mg
171199,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",Beef Products,190.0 kcal,31.71 g,0.0 g,7.02 g,99.0 mg,0.0 g,60.96 g,0.0 g,0.0 mg
171200,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,196.0 kcal,31.48 g,0.0 g,7.78 g,98.0 mg,0.0 g,60.41 g,0.0 g,0.0 mg
171201,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",Beef Products,197.0 kcal,33.55 g,0.0 g,6.94 g,113.0 mg,0.0 g,59.17 g,0.0 g,0.0 mg
171202,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Beef Products,123.0 kcal,21.3 g,0.0 g,4.17 g,67.0 mg,0.0 g,73.71 g,0.0 g,0.0 mg
171203,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",Beef Products,191.0 kcal,32.41 g,0.0 g,6.82 g,99.0 mg,0.0 g,60.08 g,0.0 g,0.0 mg
171204,"Beef, chuck for stew, separable lean and fat, select, cooked, braised",Beef Products,186.0 kcal,32.29 g,0.0 g,6.34 g,102.0 mg,0.0 g,60.97 g,0.0 g,0.0 mg
171205,"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",Beef Products,194.0 kcal,32.49 g,0.0 g,7.14 g,96.0 mg,0.0 g,59.49 g,0.0 g,0.0 mg
171206,"Beef, chuck for stew, separable lean and fat, all grades, raw",Beef Products,128.0 kcal,21.75 g,0.16 g,4.48 g,64.0 mg,0.0 g,72.51 g,0.0 g,0.0 mg
171207,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,219.0 kcal,31.35 g,0.0 g,10.41 g,107.0 mg,0.0 g,58.11 g,0.0 g,0.0 mg
171208,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,291.0 kcal,26.7 g,0.0 g,20.49 g,99.0 mg,0.0 g,52.51 g,0.0 g,0.0 mg
171209,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Beef Products,207.0 kcal,27.97 g,0.0 g,10.57 g,79.0 mg,0.0 g,61.36 g,0.0 g,0.0 mg
171210,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",Beef Products,240.0 kcal,27.18 g,0.0 g,14.55 g,83.0 mg,0.0 g,57.57 g,0.0 g,0.0 mg
171211,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",Beef Products,236.0 kcal,26.1 g,0.4 g,14.41 g,89.0 mg,0.0 g,58.12 g,0.0 g,0.0 mg
171212,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",Beef Products,215.0 kcal,26.3 g,0.0 g,12.25 g,98.0 mg,0.0 g,60.52 g,0.0 g,0.0 mg
171213,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",Beef Products,182.0 kcal,18.99 g,0.36 g,11.64 g,69.0 mg,0.0 g,68.11 g,0.0 g,0.0 mg
171214,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,189.0 kcal,18.85 g,0.53 g,12.4 g,70.0 mg,0.0 g,67.31 g,0.0 g,0.0 mg
171215,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",Beef Products,241.0 kcal,24.47 g,0.0 g,15.87 g,84.0 mg,0.0 g,59.63 g,0.0 g,0.0 mg
171216,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",Beef Products,229.0 kcal,24.86 g,0.0 g,14.41 g,81.0 mg,0.0 g,61.29 g,0.0 g,0.0 mg
171217,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",Beef Products,275.0 kcal,28.23 g,0.0 g,18.0 g,96.0 mg,0.0 g,53.8 g,0.0 g,0.0 mg
171218,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",Beef Products,284.0 kcal,27.6 g,0.0 g,19.3 g,98.0 mg,0.0 g,52.71 g,0.0 g,0.0 mg
171219,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",Beef Products,261.0 kcal,29.18 g,0.0 g,16.05 g,94.0 mg,0.0 g,55.43 g,0.0 g,0.0 mg
171220,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",Beef Products,131.0 kcal,21.19 g,0.0 g,5.18 g,67.0 mg,0.0 g,72.83 g,0.0 g,0.0 mg
171221,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",Beef Products,122.0 kcal,21.05 g,0.0 g,4.2 g,68.0 mg,0.0 g,74.01 g,0.0 g,0.0 mg
